Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/get-involved-sab06759d5a.png|0.000263017|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/get-started/article.png|0.000197649|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/get-started/bg-squares.png|0.000168984|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/get-started/bg.png|0.00012875|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/get-started/jbossdeveloper_archetype.png|0.000130621|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/get-started/jbossdeveloper_bom.png|0.000131464|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/get-started/jbossdeveloper_quickstart.png|0.000127148|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/get-started/jbossdeveloper_stacks.png|0.000155841|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/get-started/solution.png|0.000139339|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/get-started/ticket-monster-bg.png|0.000490565|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/get-started-s78b99e4908.png|0.000783929|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/greypx.png|0.000162461|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/WildFlyPi.png|0.000182547|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/as7androidboot.png|0.000527213|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/as7androidphone.jpg|0.000507964|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/as7pi.png|0.001201684|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/as7screenshot.png|0.00206214|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/faa.png|0.000402096|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/jbosseverywhere.png|0.000909283|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/jbosstsdev.png|0.000186814|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/jbosstsrunning.png|0.000212158|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/lhc.png|0.000885161|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/marsrover.png|0.00048153|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/picluster1.png|0.001082603|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/picluster2.png|0.001132098|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/picluster3.png|0.000622976|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/picluster4.png|0.000405376|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/rolo.jpg|0.000199352|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/iot/smartgrid.png|0.000359404|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/newsletter/newsletter.png|0.000236381|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/projects/default_200x150.png|0.000159745|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/research/cloud_tm.png|0.000203119|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/research/cloud_tm_arch.png|0.000278571|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/research/leads.png|0.000156224|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/research/leads_arch.png|0.000151039|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/research/newcastle_header.png|0.000202798|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/research/newcastle_universitybuilding.jpg|0.000165695|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/research/tsb.png|0.000139311|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/stripes.png|0.000117042|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/theme-dark/background-short.png|0.000662414|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/theme-dark/background-tall.png|0.001368846|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/theme-dark-sdce98b5d26.png|0.002221469|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/theme-light/background-short.png|0.000554012|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/theme-light/background-tall.png|0.000679693|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/design/theme-light-s8d1c484034.png|0.000632923|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/docker/docker.png|0.000160959|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/events/event-bg-1.png|0.000170303|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/events/event-minibanner.jpg|0.00013131|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/icons/ajax-loader.gif|0.00018814|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/icons/calendar.png|0.000139364|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/icons/experimental.png|0.000124127|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/icons/facebook-bubble.png|0.000127719|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/icons/fontcustom/fontcustom_cb066050d5b786186aa0e7f121427d8b.eot|0.000139613|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/icons/fontcustom/fontcustom_cb066050d5b786186aa0e7f121427d8b.svg|0.000133564|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/icons/fontcustom/fontcustom_cb066050d5b786186aa0e7f121427d8b.ttf|0.000147123|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/icons/fontcustom/fontcustom_cb066050d5b786186aa0e7f121427d8b.woff|0.005184371|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/icons/premium.png|0.000582511|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/icons/redhat-logo.png|0.00016738|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/icons/redhat.png|0.000122246|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/icons-s6ca905c825.png|0.000120666|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/materials-thumb1.jpg|0.000129946|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/newsletter.png|0.000242901|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/people/BartoszMajsak.jpg|0.000164455|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/people/EstebanAliverti.jpg|0.000127355|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/people/JasonGreene.png|0.000130227|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/people/MarkusEisele.jpg|0.000130925|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/products/brms/capture.png|0.000342542|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/products/datavirt/red-hat-jboss-datavirt.png|0.000267202|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/products/devstudio/icon-eclipse.png|0.000139475|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/products/fsw/fsw_overview.png|0.000154253|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/products/fuse/Fuse_Builtfromdiagram_02.png|0.000146358|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/products/fuse/overview.png|0.000208633|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/products/webserver/icon-apache.png|0.000143667|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/products/webserver/icon-apache@2x.png|0.000122368|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/samples/person.png|0.000201156|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/slider-image1.jpg|0.09521587|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/slider-image2.jpg|0.002361981|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/slider-image3.jpg|0.002101009|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/sprites/branding/product-logos-sf6b4de32be.png|0.002169764|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/sprites/design/get-involved-sab06759d5a.png|0.00228054|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/sprites/design/get-started-s78b99e4908.png|0.002764028|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/sprites/design/theme-dark-sdce98b5d26.png|0.002849874|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/sprites/design/theme-light-s8d1c484034.png|0.001436152|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/images/sprites/icons-s6ca905c825.png|0.000169424|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/index.html|10.351176346|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/iot/android/index.html|4.176999146|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/iot/index.html|7.88403466|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/iot/iphone/index.html|0.150666317|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/iot/products/index.html|8.450688162|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/iot/protocols/index.html|0.175967297|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/iot/raspberrypi/index.html|36.119498953|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/books.js|0.061654875|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/dcp.js|0.000201412|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/developer-materials.js|1.396459984|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.abide.js|0.000395572|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.alerts.js|0.000125467|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.clearing.js|0.000266512|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.cookie.js|0.000116696|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.dropdown.js|0.00011794|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.forms.js|0.000143932|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.interchange.js|0.000129942|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.joyride.js|0.000157471|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.js|0.000117502|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.magellan.js|0.000112562|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.orbit.js|0.000123403|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.placeholder.js|0.000120108|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.reveal.js|0.000150107|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.section.js|0.000118276|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.tooltips.js|0.000140017|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/foundation/foundation.topbar.js|0.000115261|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/vendor/custom.modernizr.js|0.000132614|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/vendor/jquery.js|0.000306906|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/docker/vendor/zepto.js|0.000154935|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/download.js|0.000137713|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.abide.js|0.0001256|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.alerts.js|0.000137953|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.clearing.js|0.000115056|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.cookie.js|0.000144317|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.dropdown.js|0.000133657|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.forms.js|0.000131501|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.interchange.js|0.000148866|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.joyride.js|0.000120307|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.js|0.000112748|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.magellan.js|0.000111898|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.orbit.js|0.000117375|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.placeholder.js|0.000141495|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.reveal.js|0.000110271|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.section.js|0.000112184|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.tooltips.js|0.000139749|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/foundation/foundation.topbar.js|0.000157065|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/mappings.json|0.000275102|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/marketing-ops.js|0.00011662|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/namespace.js|0.581230248|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/os-filter.js|0.000205682|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/projects.js|0.000123511|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/rating.js|0.000149913|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/scripts.js|0.00106671|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/search.js|0.000265288|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/highlight.min.js|0.000306216|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/imagesloaded.min.js|0.000122201|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/jQuery.XDomainRequest.js|0.000140104|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/jbossorg-tabzilla.js|0.429060245|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/jquery.isotope.min.js|0.000196961|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/jquery.js|0.000200162|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/jquery.paging.min.js|0.000118178|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/jquery.resize.js|0.000132401|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/jquery.timeago.js|0.000127352|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/modernizr-custom.js|0.000131271|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/moment.min.js|0.000149823|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/picker.date.js|0.000157543|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/picker.js|0.000130954|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/picturefill.js|0.00014902|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/polyfiller.js|0.000132095|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/socialite.min.js|0.000145013|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/javascripts/vendor/swipe.js|0.000153624|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/newsletter/index.html|1.376479355|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/amq/community/index.html|0.174829187|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/amq/developer-materials/index.html|0.203299111|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/amq/download/index.html|0.728296997|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/amq/get-started/index.html|1.035447478|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/amq/index.html|0.130373085|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/amq/overview/index.html|3.60743621|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/amq/resources/index.html|0.738845157|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/bpmsuite/community/index.html|0.219395012|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/bpmsuite/developer-materials/index.html|3.907111385|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/bpmsuite/download/index.html|0.659141425|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/bpmsuite/get-started/index.html|5.948799063|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/bpmsuite/index.html|0.13931899|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/bpmsuite/overview/index.html|0.635584882|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/bpmsuite/resources/index.html|1.923499678|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/brms/community/index.html|0.152651035|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/brms/developer-materials/index.html|4.229623804|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/brms/download/index.html|0.803653263|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/brms/get-started/index.html|5.129623751|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/brms/index.html|0.116992981|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/brms/overview/index.html|2.071616618|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/brms/resources/index.html|1.872573811|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/datagrid/community/index.html|0.161211101|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/datagrid/developer-materials/index.html|2.944928528|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/datagrid/download/index.html|0.666053229|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/datagrid/get-started/index.html|2.958865752|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/datagrid/index.html|0.113449436|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/datagrid/overview/index.html|0.751883437|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/datagrid/resources/index.html|0.651272995|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/datavirt/community/index.html|0.259885967|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/datavirt/developer-materials/index.html|2.359906937|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/datavirt/download/index.html|0.749865099|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/datavirt/get-started/index.html|3.469984801|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/datavirt/index.html|0.12563137|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/datavirt/overview/index.html|14.748878619|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/datavirt/resources/index.html|1.5548093|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/devstudio/community/index.html|0.264514415|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/devstudio/developer-materials/index.html|4.755363296|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/devstudio/download/index.html|0.961561912|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/devstudio/get-started/index.html|4.606883368|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/devstudio/index.html|0.122922227|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/devstudio/overview/index.html|2.115597143|seconds
Total time generating page /home/jporter/projects/jboss/www.jboss.org/_site/products/devstudio/resources/index.html|1.523129885|seconds
